username,date,Helpful count,stars,review title,Review text,Badges,Top Contributor
FatOrangeTabby,"Reviewed in the United States on June 26, 2010",,4.0 out of 5 stars,Even if you don't like mysteries...,"...you will like this book.  I don't read mysteries at all, but a friend recommended this to me after she read all three of Stieg Larsson's books.  She finally convinced me to pick it up and give it a shot.  The first couple of chapters were slow, and I could not get into it.  I kept putting it down and complaining that it was boring.  Finally I got past the boring intro parts and it got really good.  This book is well written and very detailed; Larsson goes into fine detail about every character and even some background on the situations that the characters are in.  I especially enjoyed seeing Lisbeth's character develop.This novel is Swedish, so there are tons of places and names in here that I don't know how to pronounce.  Most of the time when the author named a place I'd just skip over it and read on.  So unless you're willing to do some geographical research, most of the locations aren't going to make sense to you, either.  I didn't find that this took away from the story at all.  I found myself reading well past my bedtime to finish this.A great summer read.  Not too complicated and heavy, just the right amount of fun.  I'm moving on to the next book!",,
Jennifer Riley,"Reviewed in the United States on November 5, 2011",One person found this helpful,5.0 out of 5 stars,One of the best books I've read in years,"Stieg Larsson's ""The Girl With the Dragon Tattoo"" is one of the best books I've read in years. I've been looking for something that would completely capture my attention and interest. I was looking for a book I couldn't put down, and half a dozen books in a row disappointed me in that respect. Then I picked up the book everyone was talking about. The beginning was quite difficult. I didn't really care about the characters and I was somewhat confused by what was going on, considering Larsson's great detail in explaining Swedish government, laws and politicians at some points, which I know absolutely nothing about. But once Blomkvist is invited to visit Mr. Vagner, the real story begins and the book really takes off. The plot develops in such a way, with small, strange things popping up that keep the reader's interest peaked. Every time one question is answered, several new ones emerge. The character's personalities, quirks and personal interaction become fascinating. I sped through this series and am deeply saddened Larsson can't produce us with anything further, having passed away before the fourth novel in the series could be completed.",,
Daniel Brosky,"Reviewed in the United States on February 15, 2015",,5.0 out of 5 stars,This is THE GIRL!,"LOVED this book, and the other two in the trilogy.  What exceptional characters and sad yet compelling plot.  Could not put this one down until my eyes called it quits.Also, by all means, see the Swedish series based on the trilogy.  Such great acting to bring these amazing characters to life.  These novels and the Swedish series are definitely rewarding, and will be time well spent.  The characters still live in my memory as if it were only yesterday that I read the novels.If you pass on the Hollywood version, you won't miss much ... Daniel Craig and Christopher Plummer do try their best.  But in typical Hollywood fashion, the people responsible for this remake heard the story had lots of SEX and immediately shifted the focus on that, but from the wrong angle.  Oh well .....",,
Snowman55,"Reviewed in the United States on October 4, 2010",One person found this helpful,5.0 out of 5 stars,Wish I'd read this sooner,"This was my first non-free book on my new Kindle. I'd put off reading it fromthe bad reviews .. and that was amistake. This book is so intriguing that I'd finished reading it in 2 days;  I'd read it on the Kindle in the morning, PC (kindle app) at work and blackberry (kindle app) in the rest-room... that's how engrossing the plot is. Forget about the comments on the violence and sex... this is life. I don't find gratuitous violence but whatever there is, is key to the story and hey in the real world, there are bad mfkers out there. This is the kind of book that once you finish, you want to google the author (sadly long gone, and will be deeply missed). You'd also find that Stieg was an excellent human being, fighting for causes against racists. I will definitely finish the trilogy and also dig up his earlier works.BTW, the story strangely reminds me of The Adventures of Nils, by my favorite Swedish author, Selma Lagerlof.  Totally different genre, but interesting and full of plot changes and a reality-based fairy tale. Not your typical Disneyland fare. Life is tough and hard, but so are humans. We survive.",,
YR,"Reviewed in the United States on June 5, 2012",,5.0 out of 5 stars,"Fantastically crazy mix of action, politics, and great characters","I watched the movie (Swedish version) before I ever read the book. The movie got me hooked and to be honest, I prefer the movies over the books. The plot is fantastic and full of little twists, with plenty of action and strong characters. I love that many of the females (besides the lead) are strong and powerful in their own way. However, I think the book could have been written better. It gets too wordy at times with too many details that I don't find of interest. Yes, I love having an image in my head of a scene, but sometimes Stieg Larsson's descriptions end up boring me instead of fascinating me. He also puts in many details about government and politics, but that part is understandable. The trilogy is thrilling and action-packed, but it is also a portrayal of corruption and how secrets in government end up harming the citizens the government is supposed to protect.Lisbeth is an amazing character and I guess part of the reason I like her so much is that it's unlikely there's any real person like her out in the world. It's rare that a main character who is so antisocial, socially awkward, and so distant is so likable. You end up cheering her on and supporting her acts of violence because all her life, she has been mistreated and misunderstood. You want her to get her justice. And of course, she gets it done Lisbeth Salander-style. You can't trust the government to properly deliver justice in this case because the leaders in government don't even fully know what's going on.All in all, this is a great trilogy that combines action, crazy characters, and politics. It's a crazy mix but it works.",,
A Reviewer,"Reviewed in the United States on September 13, 2010",3 people found this helpful,3.0 out of 5 stars,Underwhelmed,"I read this book in part because of all of the overheated hype and hoopla surrounding it. I must admit I found it a bit disappointing. It's not a bad story exactly, but the structure, pacing, and character development left much to be desired. There are many long, tedious descriptive passages dealing with the financial dealings of Swedish corporations and the complete geneology of one family. Some of this is essential to the plot, but the rest seems like padding and seriously affects the pacing of the story. In its paperback form, this book is nearly 600 pages long. I felt the story could have easily been told in 300. There is also a problem with character development. The main character, Mikael Blomkvist, is described as a ""charismatic womanizer,"" but the way he is written, he seems lumpy, unlikeable, and completely devoid of charisma. The titular character is interesting, but as another reviewer pointed out, she is little more than a sidekick in the book. Needless to say, I will not be reading the sequels.",,
electron,"Reviewed in the United States on April 9, 2011",,3.0 out of 5 stars,Saved by a Belle,"Plain and simple, without Lisbeth Salander, this book would be on the bottom shelf next to the $.99 value DVD bin at Wal-Mart.  The writing is sloppy, sensationalist and the story largely predictable.  Even Lisbeth Salander, an abused badass hacker, bike riding, 88 pound ass-kicking badass is the product of massive male fantasy.  One gets the feeling Larsson stole the heroine from Peter Høeg's Smilla's Sense of Snow and then punked her out. The prose too is boring as the English translation lacks any sort of idiom in the language.  I would have to read the original Swedish to know if it digests the same in Larson's native language.  The other two books are largely weaker, slower and lack the social framework this one does.There is a solid topic at work here as phrased in the actual title of ""Men hate Women,"" but this isn't that deep.  Salander is an amazing main character, but the story too is forgettable.  I would say the movie adaptation is surprisingly much more entertaining.  If you've never read a mystery before, this should just blow you away.  But if you've been through Agatha Christie's library, it's weaksauce.",,
Rexford,"Reviewed in the United States on February 2, 2011",,5.0 out of 5 stars,"Intelligent, engrossing, suspenseful","Although I had listened to both subsequent audiobooks in this series and had seen the Swedish motion picture of Dragon Tattoo, I couldn't wait to plunge into this.  There is so much more in the way of detail and subplots in this unabridged audiobook that the movie was just a sketchy prelude.  Knowing how everything turned out in this trilogy seemed to dimish the excitement not a whit.  A special note regarding the narrator, Simon Vance: the perfect choice for these books and an incredible voice actor.  Listening to audiobooks like this one has made me wary of any motion picture based on a novel.  It is not that the Swedish motion pictures are bad--in fact, they are very well done--but they have to rush through the complexities of character development and plot in such a cursory manner that I would not know what was really happening were I not recently exposed to the unabridged version.  Even if you've seen the movies, get these audiobooks if you really want to enjoy this series.  Also, I had noticed that this audiobook actually has two editions with apparently identical packaging, one with a different narrator (who I haven't heard).",,
M. Molenda,"Reviewed in the United States on June 23, 2009",One person found this helpful,4.0 out of 5 stars,Definately stands out,"This book is perfect for fans of mysteries with detailed and intertwined subplots.  It is centered around several characters challenging each other  and competing as the upstaged protagonist; all are quite interesting and different (each slightly tending toward one evil or good dimension when all is said and done).The two leads are a famous Swedish journalist, a righteous Mikael Blomkvist stunted by a questionable libel conviction, and a waif gothic hacker, the ingenious and strange Lisbeth Salander, who inspires the title.  They ultimately come together as an old unsolved, high profile mystery surrounding the disappearance of a young female member of a wealthy industrialist family begins to unravel.  Warning, this novel does have a generally liberal and sometimes disturbing sexual orientation at times, and is not really appropriate for adolescents.This novel is paced deliberately slow, though it really does grab you and introduces the subplots methodically and convincingly over the first hundred or so pages.  A few of the conclusions were lame, but most were worth the time invested and some were inspirational.  The writing style is quite good, though somewhat short of literary - much, much better than the average mystery writer.  On a final note, don't worry about the Swedish to English translation - it was very perfectly done with only a handful of irregularities.  I am sad that the author died, but will happily read the other two books as they are published.",,
Hoople,"Reviewed in the United States on November 26, 2009",,5.0 out of 5 stars,Must Read,"With nearly 700 reviews, many of them rave, I feel silly even writing one but what the heck.Having lost mucho dough in the economic downturn I had an aversion to the book out of the gate, it initially having much to do with economics and investigative reporting. However, I was soon swept up in the strange charm this book wields over most people who pick it up. It quickly becomes much more than a book about the markets and the media. There is something awkwardly dated about the writing and story, even when a translation is taken into account. The anachronistic effect of once trendy topics set in the context of a culture not your own (so the twists and turns, environments, mores and traditions are news - they drink an awful lot of coffee in Sweden and at all hours) renders the story both fresh and familiar. This quality adds to the charm and vibrant mystery of the novel. And while it is not in the least devoid of a dark side, creepy scenes are energetic and exciting but not so murky they left me wanting a shower. Also, the computer geek, so exhausted a character at this point, felt new and unusual - not at all clichéd. It is a fully engaging, unique page turner.",,
R. D. Terriere,"Reviewed in the United States on September 6, 2015",,4.0 out of 5 stars,"... thought out by the author and the writing is good, but it is ponderous in places when the ...","The plot is well thought out by the author and the writing is good, but it is ponderous in places when the unimportant details waste ink and don't add to the story. Also, the author indulges in casting the male hero as a sexual magnet that demeans all the women in the books because, of course, they all must have him. If you didn't know the sex of the author, you could easily guess just by the cliche way the characters are written.Despite that, I had to read the whole series, even though at times I would skim over the pointless, time wasting parts.I enjoyed it and would read another installment if written, but the flaws mentioned keep it from being considered great.",,
Kindle Customer,"Reviewed in the United States on March 11, 2012",,5.0 out of 5 stars,"A Great Book, I Am Glad I Didn't MIss!","The Girl With the Dragon TattooFirst I must say that this book was nothing like I thought it would be. lol I guess I should learn to read more than just the title. However, I must say that I loved this book and I am looking forward to reading the next book in the series.There were a few parts to this book that were a bit disturbing to me but the book kept changing things up and didn't drag things out so it kept me going. I do have to mention that  when I was reading the first chapter I didn't know if I was going to be able to read it or not but after I started the second chapter it had me and and I hated putting it down.I loved the role that Salander had, and I did learn some about how those darn hackers can get into your computers. And that Blomkvist, he was a very determined man that sometimes go the raw end of the deal. I wish that I had the ability that Salander had.Next for me, is to watch the movie!You can see my complete review at: [...]",,
William Del Pilar,"Reviewed in the United States on May 26, 2015",,4.0 out of 5 stars,Once I accepted some of the unrealistic character traits I continued to enjoy it. I would recommend this book and understand ...,"This was enjoyable as Stieg Larsson's work kept you reading. It wasn't what I would call a page-turner but I would always get back to the story every chance I could. However, I found some of the writing to be a bit unrealistic but it is a novel. I did have higher expectations of realism than what the author gave. Once I accepted some of the unrealistic character traits I continued to enjoy it. I would recommend this book and understand it's popularity. The characters were well developed in terms of the protagonist but the antagonists needed to be gone into deeper. If the author had taken better time for that than telling us what characters were eating or wearing I would have enjoyed it more.",,
ct_nite,"Reviewed in the United States on July 13, 2015",One person found this helpful,5.0 out of 5 stars,I love to read and I thought the author of this ...,"I love to read and I thought the author of this book developed his characters well.  I watched one version of this movie and the great thing about the book is Larsson tells the backstory and you know what the characters are thinking.  This book is about a reporter looking into the disappearance of a teenager 40 years previously. She was a member of a wealthy, powerful, family and the reporter stumbles something dark and evil that has been happening for over half a century.  I am already reading the next book in the series.  If you love thrillers, mysteries and books about serial murderers this is a great book!",,
Joseph M. Powers,"Reviewed in the United States on August 22, 2010",,4.0 out of 5 stars,"Very good, except for the ""Pulp Fiction"" stuff","I usually don't read best sellers, but after a friend suggested I try some modern fiction, I dove in whole hog.  I liked Larsson's book and plowed through it in two long settings.  After just finishing three 1930s Euro-spy books by Allan Furst, I found myself doing comparison/contrast.  Both ably take on political issues in Europe, including Nazis away from Europe's main-stage; both paint their scenery well.  Both have lead males who are well loved by the ladies, but Larsson does a richer job building interesting characters.I think I learned a lot about life in Sweden--a country I know little about.  And I probably most enjoyed his thoughtful reflection on the serious battling that goes on today between business and the media.  He also understands modern electronics well enough to nicely incorporate it into the plot.  The murder-villianry was, for my taste, needlessly over-the-top.  Perhaps it was inserted to sex up some future movie deal?  Whatever the case, I'm glad there was plenty of business intrigue left after the eruptions to nicely tidy up the finish.",,
M. Smith,"Reviewed in the United States on October 18, 2009",One person found this helpful,5.0 out of 5 stars,A very satisfying read.,"At last, a book that holds your attention, and makes it worth your while spending time with it.  Even once past the massive introduction, the story moves easily and quickly, through a variety of different scenes.  The descriptions are well detailed, easily putting you in the picture.  All the characters are fascinating and complete.  There certainly are some disturbing scenes in the book, but considering all the violence we're subject to in the media in these times, they are no worse than the worst, and needed to support the plot and its characters' motivations.  I found it much easier to move through these pages of violence, than to look at today's television blood and guts hospital surgical/crime drama realism.The only complaint I have is the number of characters, which required me to create a list as I read, for later reference.  It was worth the effort, and the story could not have been told without such a large cast.  The story is loaded with (to us Yanks) an alternate international setting, an involved family soap opera, financial misdeeds and schemes, publishing operations, legal drama and consequences, WWII detritus, adult relationships, and ultimately morality vs. immorality. I loved the timing, and the surprisingly early denouement, only to be pleasantly aware that the book still had more to go. My favorite book this year, too.",,
Combined Text,"Reviewed in the United States on April 21, 2011",,3.0 out of 5 stars,Deatiled and Alive,"Mikael Blomkvist is really the protagonist in this novel. The Girl... is really more of a supporting actress. Larsson draws the reader in with mundane detail that makes a fiction story seem like reality. The book comes to life with enough plot line to have an engaged reader remember every turn towards the finish. The parts when Salander makes an appearance are the most exciting. I Plan to read the rest of the series to continue the adventure.As fiction goes, this is pretty standard. The story has a way of working itself out that is masterful in the way it is crafted (with each character fulfilling his/her role) but also too perfect to be believable. Larsson's attention to detail earn high marks as well as the interwoven complex story with many identifiable personalities, however the sentimental lack of conflict is hard to grasp in a supposedly suspenseful mystery novel. In fact, I think the suspense is too far drawn out in between climaxes, that it doesn't allow the reader to continue interest through some of the dull parts. There seems to be an endless supply of money, resources and energy in this book that allow an impossible mystery to be solved by the most tedious scrutiny of a single detail.",,
M. J Shulman,"Reviewed in the United States on October 28, 2009",One person found this helpful,5.0 out of 5 stars,"This is Great Fiction, Not Just A Great Mystery","I found this book a while ago due to the bright cover and the need to kill time in a boutique bookstore while my son was with his math tutor. And along with Caleb Carr's The Alienist, which I also found in the same bookstore years before because of its cover, this is a great piece of original mystery fiction that should be regarded as excellent fiction rather than just a mystery. The success of this work and the next book - The Girl Who Played with Fire - testifies to its qualify. The girl in question is a Dickensian character but totally twenty first century - a combination I did not think possible. Her male counterpart is something of a cad by American standards -- but also a hero journalist American readers should be as comfortable with as any other ""outsider"" going after the truth. I read a couple of books a week and have written two mysteries I am now trying to get published and I envy the late Mr. Larsson's ability to write - even in translation his work is wonderful. If you like contemporary fiction, or mysteries, or offbeat characters -- this is the best book you will read for many years.",,
Stacy,"Reviewed in the United States on March 23, 2010",,5.0 out of 5 stars,"Yes, all the reviews were right!","Do you like fiction? Better yet, do you like a good mystery? One that grabs you from the very first sentence and makes you hold your breath throughout until the last word?  I recently read one of those.  And if you are a mystery lover then you know those kind of books are few and far between.  I had seen The Girl With the Dragon Tattoo by Stieg Larsson in the bookstores, online, just about everywhere but had resisted the urge to pick it up for some reason.  When I finally gave in to all of the hype about the book, I was so glad I did.  I could not believe a flawed hero and kick-ass heroine with too many problems to count could become the greatest crime-solving team in recent history.  I have been telling everyone I know to RUN, don't walk, to get this book.So after I read Mr. Larsson's first book in what is called the ""Millenium Trilogy"" I had to know more about this author. I wanted to read everything I could get my hands on of his.  Unfortunately, he passed away of a sudden heart attack in 2004.  His whole trilogy is being published posthumously.  Not only did I discover he was from Sweden, but he was the chief editor of Expo, an anti-fascist magazine published in Sweden.  His life reads like a James Bond movie; it's no wonder he could write Lisbeth Salandar's character with so much life!",,
Bill Branley,"Reviewed in the United States on October 6, 2012",,4.0 out of 5 stars,Will Get You Eventually,"Some reviewers complain that this book starts slow.  It's true that there's a lot of setup before the story gets going, but I don't think it's wasted.  The story itself is complicated, and the characters lives are as complicated as the modern tech-heavy world in which they live. So I personally didn't mind the author spending some time explaining things, and once it takes off it really rocks.There's a lot of specific detail in the book about things, people, places, technology, events.  Sometimes the detail seems overwhelming and I found myself wondering how the book became so popular.  Do readers really like all that detail?  I don't know the answer but you don't necessarily need to absorb every sentence that is offered.  I mean if you don't care how a hacker can completely take over someone's computer you can skim that part and still enjoy the story.  Maybe some readers need that sense of realism.The main female character, Lisbeth Salander, is by far the most interesting person in the story.  I'm imagining that the author had a message in mind when he created a story where a counter-culture, anti-social, skinny misfit of a woman makes it possible for an incredibly complex riddle to be solved but gets little credit in the end.  When you discover some of the other themes in the story you might agree.  He seems to want to champion the cause of women who have not gotten the best treatment in society.  By the way, some of the gutsy stunts she pulls off are amazing.The plot keeps unfolding until the end.  Just when you think you know what's going on there's another layer to unravel.I'll probably read the next one.",,
Athenany,"Reviewed in the United States on August 29, 2014",One person found this helpful,4.0 out of 5 stars,Worthy of its wide acclaim,"The Girl with the Dragon Tattoo was an amazing book that I absolutely *devoured* as I was reading it.  It is one of the most atmospheric novels I have ever read and the plot is intricate but clear.What keeps it from earning a 5 star review from me?1) The graphic nature of some of the depictions of violence.  Sometimes they served a literary purpose and sometimes they just horrified me.2) This may be a problem with translating from the Swedish, but I often felt that the dialogue fell a bit flat.  But what the novel lacks in witty dialogue, it makes up for in richness and complexity of plot.I can't wait to pick up the sequel!",,
KaraMae,"Reviewed in the United States on November 11, 2011",,4.0 out of 5 stars,A Slow Start With A Huge Finish!!,"I had heard nothing but good things about The Girl With the Dragon Tattoo and so it was added to my extensive reading list a couple of years ago. When I picked it up and started to tell people I was going to read it I started to hear mixed reviews. I kept and open mind and dove in.However, it was hard to dive in because it was very slow and hard to get into. Around 40% of the way through I started to worry that I had made a mistake. But I kept trudging along. And then BAM, at 49% it turns into a speeding train and a fascinating story.Where it took me two weeks to read the first half of the book, it took me 3 days to finish it. I realized at the end of the book, while reading the about the author section, that the author had planned this being a trilogy which would explain the in depth character introduction.Overall I give this book 4 stars and a heads up that the read will have to power through that first half but after that it's completely worth the read. I have already read the first part of the second book and it's much more promising!",,
Alicia,"Reviewed in the United States on April 29, 2014",One person found this helpful,4.0 out of 5 stars,Makes you think!,"I had a hard time following along at first, but once I got into it, I couldn't put it down! The story line involves several different characters, each with a mystery about them. Salander is a unique but very like able private detective, throughout the novel you learn more and more about ""The Girl With the Dragon Tattoo"". Blomqvist is a journalist that runs into trouble with a story he did, but is put on a mission to solve a historic crime. When these two characters unite, the story takes on a thrilling new twist. The ending wraps up everything with little question. As soon as I finished, I started reading ""The Girl Who Plays With Fire""... Can't wait to see where this novel takes us!",,
MarieC,"Reviewed in the United States on January 4, 2011",4 people found this helpful,2.0 out of 5 stars,Boring!!,"I did not read any of the reviews before I bought this book.  I bought it based on the fact that my three friends said it was great.  I thought it was so boring.  It dragged on and on about the Wennerstrom (sp?) affair in the beginning and then on and on about the family (who could keep track of who was who).  I kept reading based on my friends' reviews.  I just couldn't get into this book and don't understand all the ""hoopla"" about it.  Unfortunately, I also bought the second book at the same time that I bought this one.  I'm about one third through the book and I see the same problem with this book.  I guess I just don't like Larsson's style of writing nor do I like his subject matter.  I don't even like the character of Salander.  I'm not going to even bother finishing the second one and both books will get donated to the local library.  They have a long waiting list to read them.",,
SB,"Reviewed in the United States on January 14, 2020",,3.0 out of 5 stars,"Without the great plot of the first book, you realize how mediocre the writing is in this one.","The Girl with the Dragon Tattoo had such a good plot that I didn't notice how not-great the author's prose is until I picked up the sequel. It doesn't have the same excitement about it. What's more, the author seems to be working very hard to convince you he's some kind of feminist, but at the end of the day, his main character is a bit of a fantasy girl pandering to men who like the idea of a cute goth genius who got a boob job because she's just sooo skinny...",,
shar,"Reviewed in the United States on January 15, 2014",,5.0 out of 5 stars,Dynomite,"Strangely I read this first in the series only after I had seen the Sony movie.  I had read a synopsis of the book back when it first came on the market and was sure I wasn't interested AT ALL.  It is a different style of writing, but when I saw the movie, I just had to get the whole story from the originator.  I read Fire andthe Hornet's Nest, then the Dragon Tattoo. I have read them all at least three times, and probably will read again.I would recommend these book to all readers - don't give up one them at the beginning.  The word mentally thick comes to mind when I first started to read.  Lots of detail and a different slant on a lot of things, but worthwhile and I can't wait for the second and third movies to be made with the same cast.  Are five stars the best we can do???",,
Jennifer Sandell,"Reviewed in the United States on November 1, 2009",,3.0 out of 5 stars,Had to see what all the hype was about,"Well, I finally finished the book.  I almost gave up on this expansive story several times and then WHAMMO-something intriguing would happen.  The story centers around the influential Vanger family in Sweden, specifically Henrik Vanger.  He has been obsessed with the disappearance of his grand niece decades ago.  Henrik finally hires a down-on his luck journalist by the name of Mikael Bloomkvist to pick up on the investigation where Henrik himself gave up.  The cororate and financial aspects of this novel were a bore for me.  It was also hard for me to feel totally immersed in this story  because the names and locations of the towns in Sweden got in the way.  I liked the charachters, though and their relationships to each other.  The characters were all very fleshed out at the beginning of the book, but they continued to grow as the story progressed.  I loved Lisbeth  Salander.  Despite her apparent Autism spectrum disorder, she let nothing and no one stand in her way.  I will read the two subsequent novels simply to find out what happens with her.",,
Joseph Palen,"Reviewed in the United States on May 6, 2010",,4.0 out of 5 stars,"Long, but interesting","This book is like a four movement symphony, where the third movement comes to such a smash crashing conclusion that we think that is the end and start to clap. And then the next movement starts with a reprise of themes occuring early in the first movement, adding in new themes, coming to a second conclusion, then continuing on though an uninspiring third conclusion finally ending on a sad note which leaves us rather unsatisfied and wishing it had ended another way.Not a fast read, a lot of detail - some boring, most of it interesting and educational, but generally a good read, in the style (in my opinion) of Martin Cruze Smith. The middle aged divorced journalist meets the childhood-abused, tattooed and pierced, twenty-something girl, who happens to be a world class hacker and have a photographic memory. High finance, money laundering, serial killers, journalist hide saved in more ways than one by hacker, who also swings a mean golf club. A couple of threads still not tied up at time of final blue note ending - glad there are two sequels.",,
Mike G,"Reviewed in the United States on March 20, 2012",2 people found this helpful,2.0 out of 5 stars,"In reality, this series isn't very good","I can't for the life of me understand all the hype and excitement this book and series have received.  It's honestly just not all that good. Larsson uses 200 words where a couple dozen could do. The endless exposition of pointless detail doesn't add color or excitement, just pages... and pages... and pages.  In contrast to the mind numbing detail about every aspect of every room, and the endless and often pointless development of people who are not involved in the least in the story, you have the hilariously unimaginative ever present staple of coffee and sandwiches. Evidently, based on this book, a Swede's near total dietary consumption is made up of coffee and sandwiches. I think there was only one time where he even mentioned what kind of sandwich, but you'll know every detail about every room anyone enters.  Perhaps it was a subliminal suggestion to keep the reader interested in making coffee and thereby awake enough to keep going.I won't go into all the plot details as others have already done so. Just know that it's a grind of a read. There are a few morsels of plot interest to keep you feeling like you may as well hang in there to see how it ends, but overall you end up feeling like an abused spouse who just sticks around hoping that your partner will get better. To wit, since I bought all 3, I waded into book two. Now at 30%, I'm finding myself in the same boat. Too much time invested and a smidge of curiosity are all that's keeping me from going to the menu on my Kindle and starting over with another book.If you're a golfer like me, who has maybe a half dozen nice shots out of 95, and those half dozen shots are enough to keep you slogging through the other ones while wondering why in the hell you didn't just stay home and have coffee and sandwiches, then this series is for you.  Otherwise don't bother, and keep your curiosity about the sanity of your friend who recommended this to you to yourself.I need a James Patterson fix, stat.",,
Twinkle Toes,"Reviewed in the United States on August 13, 2009",,5.0 out of 5 stars,Fabulous Deserves 5 Stars,"I didn't want this book to end.  It not only was a great mystery, it was so well written on the characters that I cared about all of them and the intrincies of relationships built on each other and was real life.  It wasn't boring in the getting to know the characters as some books are when they are laying a foundation.  The twists and turns of the mysteries was the best, and I would recommend this to anyone who wants a good read, suspense, as well as interesting multi faceted people.  Can't wait to start his second book that follows this one.As note I found this accidentally by reading other reviews on the Kindle's recommended reads.  I appreciate reading reviews and look for the 4-1/2 and 5 stars and then I'll get a sample and buy if it is good.  I didn't even wait until the end of sample to buy this one and I was not disappointed at all.The only negative about a Kindle is that I can't share the book with others, and I would be giving this book to everyone.  I have however, recommended it to multiple Kindle users as well as my book reading friends.",,
Chere,"Reviewed in the United States on August 5, 2015",One person found this helpful,3.0 out of 5 stars,This book is like the Da Vinci Code,"This book is like the Da Vinci Code. Except in the sense of having anything in common with the Da Vinci Code. Really, the only reason I mention them both at the same time is because they were both popular for much the same reason: they were shocking to some people.Outside of the cheap shock value and excessive marketing, both books are just ""sort of interesting"" in the same way that any half-decent summer beach paperback is interesting. And that's all you really need to know.That and the graphic sex and violence. If you don't like that, it WILL shock you.",,
Roxie,"Reviewed in the United States on November 13, 2010",One person found this helpful,5.0 out of 5 stars,Worth finding out about,"I had heard about this book, seen it at the bookstores, etc. I bought the sample for my kindle when I got my kindle as a gift, and although the early part of the book was boring as hell, the introduction of Lisbeth Salander was amazing, and the ONLY  reason I bought the full novel. I then watched the Swedish film, and thought OMG...because I didn't realize how violent it would be. That film was well-done (although naturally not as complete as the novel), but I couldn't force myself to read the novel for a while because I was not sure just how ""complete"" the novel would be with some of the more violent scenes. Thankfully, I buckled up, and read it, and it was manageable. Not for the squeamish though, although not seriously seriously graphic...I would say the movie is entirely more graphic (by nature of the visual medium), but the book is manageable. I really enjoyed the book quite a bit, and highly recommend it. Also am very curious about the film 're-do' by Hollywood.",,
EGH923,"Reviewed in the United States on December 30, 2012",,5.0 out of 5 stars,Great read!!!!,"I'm always on the lookout for a new, good mystery/whodoneit writer.  I heard a good comment about this book so I decided to try it.WOW....This author is on the same level as Sandford, Connelly and Patterson.  From the first page I couldn't wait to read the next.  Was so taken with the characters and the plot that I not only went to the American movie but also rented the European version.  Both well worth the time to see.I'm anxiously awaiting the release of ""The girl who played with fire."" movie.Have already read all three books in the trilogy.  The only thing I can say is that each book is better than the last.  What a sad loss that Stieg Larrsson has passed away.I've heard that he either completed a fourth book, are was very close to completing it.  There may be some publishing rights controversy.  Hope they can be overcome.",,
Hanoch Raviv,"Reviewed in the United States on September 25, 2010",,5.0 out of 5 stars,"Mystery, modern computer security, sadism, child and women abuse, financial froud and stock market crash, Journalism, ...","large corporation, family intrigue, and even a bit of world news (car bomb in Jerusalem) are a short list about this book. After the clue for the mystery that is unfold later on I could not hold off the audio version of this book. For several days I drove slowly so I can just listen for more about this book. I rewind some parts so I can get more details about the mystery and better understand what clues the author unfolded.I am a computer engineer that looking into computer security at the moment. Having such a book as a reference was great opportunity to describe how vulnerable we all to computer frauds and how simple is it to penetrate to our computer system and review our emails, photos, documents. Some of it is fiction and most of it is reality.Few words about child and women abuse which was the hard part of the book. Those parts are not recommended for young readers. The description in the book is hard to digest and interpret especially the sadism parts. I may be naive but are there still people doing sadism?",,
platinum_babie,"Reviewed in the United States on April 13, 2012",,4.0 out of 5 stars,Writing and plot can be tightened severely,"Plot and Theme: Human CrueltyIf you are not used to graphic details of torture and sexual violence, then this book is going to be a torture for you. I walked into this novel having no idea what the plot was and was truly shocked by the graphic cruelty described throughout the book. The book describes in detail different types of physical violence and torture done to women (sometimes men) in the central plot and subplots. It feels like the compelling story is a lucky by-product, as the book was simply a tool for Laarson to expose the dark reality of human cruelty, especially violence against women, which is likely why the character developments for all the characters and side-characters are quite fragmented. It often feels like a character is just put in there so a type of harm done to them can be written. It's not that the story is not good--it is, but the theme of sexual violence, including the cruelties that are described, could have still been properly conveyed with a tighter writing and a tighter plotline, without all the fragmented subplots within. There were too many stories in there that could be broken into separate books as well.Real Hero: Still a ManIronically for a book that centres mostly on the victimization of women, it seems to spend a little too much time on the main male protagonist of the book. Often times it feels like he's the real hero and this world that Larsson created is just for him, and Lisbeth Salander is just his sidekick who knows how to get information. The book title should have stayed with ""Men who Hate Women,"" as the book focuses on all the men in the series and all women had very little role besides playing victim, including Lisbeth Salander. Though Lis does fight back hard unlike the rest of the women in the story, her role was very small in comparison to the main guy. It does not feel like a book that champions women at all. As opposed to ""Look at all the crap that's done to women you didn't know about, let's empower people to do something about it,"" it's more like, ""Look, here's all the crap you didn't know that is done to women. Man saves day with help of woman.""Product PlacementI was also quite shocked with the details on the branding of all the hardware used in the book. Apple products and specific models are described in detail. There were other brands described that were used by the main characters, but Apple definitely is the winner. I could have done without any of that.Overall Read-worthy?I'm a bit conflicted on this. The plot and the violence draws you in completely and you want to keep reading to see how it plays out--some of which is disappointing. The plot is old, the stories are great, the narrative is engaging, and the writing is mediocre. Not surprisingly, the book is not by any means literary and if you give it the expectation of a simple dime crime novel, then it will definitely exceed your expectation. But you are looking for literature, then you will be sorely disappointed. And, like I said, if you are not used to graphic details of torture and sexual violence, then this book is going to be torturous for you.",,
